Titulo;Subtitulo;Autores;Editorial;Fecha_Publicacion;ISBN_13;ISBN_10;Paginas;Categorias;Tipo;Lenguaje;Imagen;Rating;Opiniones;Precio_Lista;Moneda_Lista;Precio_Venta;Moneda_Venta
La novela de Genji (Pack);;Murasaki Shikibu;Grupo Planeta Spain;2014-05-27;9788423348275;842334827X;0;Fiction;BOOK;es;http://books.google.com/books/content?id=PDa9AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;69.99;ARS;69.99;ARS
El Príncipe;;Nicolas Maquiavelo;;2015-03-26;9781511469098;1511469099;94;;BOOK;es;http://books.google.com/books/content?id=KypUrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Global Register of Migratory Species;From Global to Regional Scales : Final Report of the R&D-Projekt 808 05 081;Klaus Riede;;2004;;;329;Animal migration;BOOK;en;http://books.google.com/books/content?id=-I1FAQAAIAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
DNA Technology in Forensic Science;;Committee on DNA Technology in Forensic Science|Commission on Life Sciences|Division on Earth and Life Studies|National Research Council;National Academies Press;1992-01-15;9780309045872;0309045878;160;Science;BOOK;en;http://books.google.com/books/content?id=bTOlP_i76fMC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Dorland diccionario enciclopédico ilustrado de medicina;;;Elsevier Health Sciences;2005;9788481747904;8481747904;2210;Medical;BOOK;es;http://books.google.com/books/content?id=Sb7Nr4aVovEC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
El rey Lear;;William Shakespeare;William Shakespeare;2016-02-12;9788892553644;889255364X;0;Drama;BOOK;es;http://books.google.com/books/content?id=XBKQCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;47.75;ARS;35.81;ARS
Statistical Uses of Administrative Records;Recent Research and Present Prospects;Beth Kilss|Wendy Alvey;;1984;;;0;Administrative agencies;BOOK;en;http://books.google.com/books/content?id=dalRq7T0NqwC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Government Reports Announcements & Index;;;;1988;;;0;Science;BOOK;en;http://books.google.com/books/content?id=TF9NAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Cómo se hace una tesis;;Umberto Eco;Editorial GEDISA;2014-08-29;9788497848602;8497848608;240;Technology & Engineering;BOOK;es;http://books.google.com/books/content?id=6i0lBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;1;589.85;ARS;412.9;ARS
Medical Subject Headings;Annotated alphabetic list;;;1997;;;0;Subject headings;BOOK;en;http://books.google.com/books/content?id=DpBtAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Fertility, Family Planning, and Women's Health;New Data from the 1995 National Survey of Family Growth;Joyce C. Abma;National Ctr for Health Statistics;1997-01-01;;;114;Medical;BOOK;en;http://books.google.com/books/content?id=RKNWu6TW-xIC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Vital and Health Statistics;Data from the National Health Survey;;;1998;;;0;;BOOK;en;http://books.google.com/books/content?id=AUxPAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Morbidity and Mortality Weekly Report;MMWR;;;1992;;;0;Diseases;BOOK;en;http://books.google.com/books/content?id=clS3prwiZIcC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
La Republica (Platon);;Platon;Createspace Independent Publishing Platform;2018-03-09;9781986342179;1986342174;226;;BOOK;es;http://books.google.com/books/content?id=ZalotAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;5;1;;;;
Morbidity and Mortality Weekly Report;MMWR;Center for Disease Control;;1987;;;0;Diseases;BOOK;en;http://books.google.com/books/content?id=hCgOWL_N7t0C&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
ASA News;;;;2003;;;0;Africa;BOOK;en;http://books.google.com/books/content?id=aUcOAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
La chica de los siete nombres;La historia de una huida de Corea del Norte;Hyeonseo Lee;Grupo Planeta Spain;2015-09-01;9788499424323;8499424325;0;Biography & Autobiography;BOOK;es;http://books.google.com/books/content?id=xrpCCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;239.99;ARS;239.99;ARS
Wicor, Inc. V. United States of America;;;;2001;;;0;;BOOK;en;http://books.google.com/books/content?id=2CjClbltNYYC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
La Odisea;;;Cholsamaj Fundacion;1851;9789992256510;9992256516;480;;BOOK;es;http://books.google.com/books/content?id=TAmr-vUa84EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;5;2;;;;
Diccionario enciclopédico de la música;;Alison Latham;Fondo de Cultura Economica;2017-10-04;9786071652461;6071652464;1685;Music;BOOK;es;http://books.google.com/books/content?id=dNRSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;1881.65;ARS;1317.16;ARS
Pharmacokinetics and Drug Interactions in the Elderly and Special Issues in Elderly African-American Populations:;Workshop Summary;Committee on Pharmacokinetics and Drug Interaction in the Elderly|Institute of Medicine;National Academies Press;1997-08-25;9780309058926;0309058929;56;Medical;BOOK;en;http://books.google.com/books/content?id=lT4rAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
National VISTA news;;Volunteers in Service to America|United States. Action|Corporation for National and Community Service (U.S.);;1994;;;0;Social Science;BOOK;en;http://books.google.com/books/content?id=jGQ7lDfjVIwC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Service as a strategy in out-of-school time;a how-to manual;Corporation for National and Community Service (U.S.);;1997;;;70;Social Science;BOOK;en;http://books.google.com/books/content?id=Ppv0TwCgC3MC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
New York Court of Appeals. Records and Briefs.;69 NY2D 576, RECORD part 1, CITY OF NEW YORK V AMERICAN SCHOOL PUBLICATIONS INC;New York (State).;;;;;0;Law;BOOK;en;http://books.google.com/books/content?id=EL_HDc0IsBEC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Quién Cuenta las Estrellas;;Lois Lowry|Juan Luque;Perfection Learning;1999-12-01;9780780765375;0780765370;149;;BOOK;en;http://books.google.com/books/content?id=WPT-PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;5;1;;;;
Historia;Heródoto;Heródoto;;1999;9788424934828;8424934822;0;History;BOOK;es;http://books.google.com/books/content?id=T50tAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Wisconsin greenhouse gas emissions inventory;estimates for 1990 : phase 1, report of the Wisconsin greenhouse gas emissions inventory and emission reduction cost study, a statewide, all sector analysis;Eric Mosher|Michael Arny|Wisconsin. Bureau of Air Management|Public Service Commission of Wisconsin;;1993;;;231;Science;BOOK;en;http://books.google.com/books/content?id=pYBuAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Reports on HIV/AIDS;;Centers for Disease Control (U.S.);;1995;;;0;AIDS (Disease);BOOK;en;http://books.google.com/books/content?id=vA4NAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for 2-butoxyethanol and 2-butoxyethanol Acetate;;;;1998;;;385;Butoxyethanol acetate;BOOK;en;http://books.google.com/books/content?id=qp-mxnzYIsEC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Langston V. Peters, III;;;;1996;;;0;;BOOK;en;http://books.google.com/books/content?id=GKHTV7_IVvAC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Characterizing Exposure of Veterans to Agent Orange and Other Herbicides Used in Vietnam:;Interim Findings and Recommendations;Committee on the Assessment of Wartime Exposure to Herbicides in Vietnam|Board on Health Promotion and Disease Prevention|Institute of Medicine;National Academies Press;2003-06-27;9780309089432;0309089433;36;Medical;BOOK;en;http://books.google.com/books/content?id=jj4rAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;;;;;;
Tres Coronas Oscuras;;Kendare Blake;del Nuevo Extremo;2018;9789876096782;9876096788;384;Young Adult Fiction;BOOK;es;http://books.google.com/books/content?id=vt-ZtAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Ambulatory and Inpatient Procedures in the United States, 1994;;Robert Pokras|Lola Jean Kozak|Eileen McCarthy;National Ctr for Health Statistics;1997-01-01;;;113;Social Science;BOOK;en;http://books.google.com/books/content?id=mQ8KidpDzf0C&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for Chloroform;;;;1993;;;0;Chloroform;BOOK;en;http://books.google.com/books/content?id=V6G_oJ7gijIC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Recruiting AmeriCorps members;creating a strategy and making it work;Corporation for National and Community Service (U.S.);;2000*;;;26;Political Science;BOOK;en;http://books.google.com/books/content?id=RCSSDigleqwC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Ambulatory and inpatient procedures in the United States, 1995;;Lola Jean Kozak|Maria Owings|National Center for Health Statistics (U.S.);United States Government Printing;1998-03-01;;;116;Reference;BOOK;en;http://books.google.com/books/content?id=0Fz3j9O5OiYC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Departments of Commerce, Justice, Science, and related agencies appropriations for fiscal year ...;;United States. Congress. Senate. Committee on Appropriations;;2007;;;0;Political Science;BOOK;en;http://books.google.com/books/content?id=ItAUN8lew3wC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for Chloromethane;;;;1998;;;241;Methyl chloride;BOOK;en;http://books.google.com/books/content?id=UTEskfei-skC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Maus I y II;;Art Spiegelman;Literatura Random House;2015-06-23;9786073125819;607312581X;296;Biography & Autobiography;BOOK;es;http://books.google.com/books/content?id=9bVxrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for Ammonia;;;;2004;;;223;Ammonia;BOOK;en;http://books.google.com/books/content?id=iV5MycEccbcC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for 1,2-dibromoethane;;;;1992;;;160;Ethylene dibromide;BOOK;en;http://books.google.com/books/content?id=NBEhoD-qP1cC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Vollmert V. Wisconsin Department of Transportation;;;;1999;;;0;;BOOK;en;http://books.google.com/books/content?id=MIEcrICSrmAC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for Hexane;Draft;;;1997;;;0;Hexane;BOOK;en;http://books.google.com/books/content?id=_0dk3--pmsYC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for Di(2-ethylhexyl) Phthalate (DEHP);;;;1993;;;147;Diethylhexyl phthalate;BOOK;en;http://books.google.com/books/content?id=97EclG0hxQcC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological profile for 1,1,2,2-tetrachloroethane;update;United States. Environmental Protection Agency|Research Triangle Institute|United States. Agency for Toxic Substances and Disease Registry;;1996;;;167;Tetrachloroethane;BOOK;en;http://books.google.com/books/content?id=F7Y4AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Copyright Protection for Semiconductor Chips;Hearings Before the Subcommittee on Courts, Civil Liberties, and the Administration of Justice of the Committee on the Judiciary, House of Representatives, Ninety-eighth Congress, First Session, on H.R. 1028 ... August 3 and December 1, 1983;United States. Congress. House. Committee on the Judiciary. Subcommittee on Courts, Civil Liberties, and the Administration of Justice;;1984;;;494;Computer industry;BOOK;en;http://books.google.com/books/content?id=o_InAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for Malathion;;;;2003;;;284;Health risk assessment;BOOK;en;http://books.google.com/books/content?id=eoso-ykPYN0C&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Thorn V. Sundstrand Corporation;;;;1999;;;0;;BOOK;en;http://books.google.com/books/content?id=J6TgCVXY6VUC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Bell V. United States Environmental Protection Agency;;;;2000;;;0;;BOOK;en;http://books.google.com/books/content?id=v9XGtD_Nj7wC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for Arsenic;;;;2007;;;500;Arsenic;BOOK;en;http://books.google.com/books/content?id=bNEbUuvh1d4C&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for 2,4-dichlorophenol;;;;1992;;;112;Chlorophenols;BOOK;en;http://books.google.com/books/content?id=R-lGH227TBMC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Signal;;;;1993;;;0;Communications, Military;BOOK;en;http://books.google.com/books/content?id=2Iw-AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
NASA Historical Data Book;;;;1988;;;0;;BOOK;en;http://books.google.com/books/content?id=c39sVNPngJoC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for Methyl T-butyl Ether;;;;1996;;;243;Butyl methyl ether;BOOK;en;http://books.google.com/books/content?id=rnnp4JQKbIMC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for Diethyl Phthalate;;;;1995;;;130;Phthalate esters;BOOK;en;http://books.google.com/books/content?id=AHxHd1BGersC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for Ethylene Glycol and Propylene Glycol;;;;1997;;;249;Ethers;BOOK;en;http://books.google.com/books/content?id=7D1l1MvrTvgC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Drácula;;Bram Stoker;EDAF;2013-06-10;9788441411982;8441411980;496;Fiction;BOOK;es;http://books.google.com/books/content?id=Vih3YhMJxrIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4.5;2;142.35;ARS;96.8;ARS
Toxicological profile for HMX;draft;Life Systems, Inc|Clement International Corporation|United States. Agency for Toxic Substances and Disease Registry|United States. Environmental Protection Agency;;1994;;;75;Medical;BOOK;en;http://books.google.com/books/content?id=JKo4AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological profile for dichlorvos;;United States. Agency for Toxic Substances and Disease Registry|Research Triangle Institute;;1997;;;227;Medical;BOOK;en;http://books.google.com/books/content?id=nKY4AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
California. Court of Appeal (1st Appellate District). Records and Briefs;A055112, Appellant's Opening, 02;California (State).;;;;;0;Law;BOOK;en;http://books.google.com/books/content?id=muRndNUgOB4C&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for Heptachlor and Heptachlor Epoxide;;;;2007;;;158;Epoxy compounds;BOOK;en;http://books.google.com/books/content?id=kui1OqKG6cAC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for Aldrin/dieldrin;;;;2002;;;330;Aldrin;BOOK;en;http://books.google.com/books/content?id=hL-3Xe0k3jEC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological profile for hexachloroethane;draft;Life Systems, Inc|Clement International Corporation|United States. Agency for Toxic Substances and Disease Registry|United States. Environmental Protection Agency;;1994;;;113;Medical;BOOK;en;http://books.google.com/books/content?id=hq04AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for White Phosphorus;;;;1997;;;212;Munitions industry;BOOK;en;http://books.google.com/books/content?id=AgnjHK0BXfwC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for 1,2,3-trichloropropane;;;;1992;;;94;Epoxy compounds;BOOK;en;http://books.google.com/books/content?id=rzH6r3Ln554C&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Draft Toxicological Profile for Cobalt;;;;2001;;;0;Cobalt;BOOK;en;http://books.google.com/books/content?id=xJJ8JjAxvm0C&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
State;;;;1987;;;0;Diplomatic and consular service;BOOK;en;http://books.google.com/books/content?id=CdOLEO0MyjUC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for Chlorinated Dibenzo-p-dioxins;;;;1998;;;678;Dibenzodioxin;BOOK;en;http://books.google.com/books/content?id=wXSAXq87eqMC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Computer Care V. Service Systems Enterprises, Inc;;;;1991;;;0;;BOOK;en;http://books.google.com/books/content?id=eMi4DdYWoZkC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for Benzene;;;;2007;;;382;Benzene;BOOK;en;http://books.google.com/books/content?id=sPgEDYgjlKAC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological profile for vinyl chloride;;Clement International Corporation|United States. Agency for Toxic Substances and Disease Registry;;1993;;;0;Medical;BOOK;en;http://books.google.com/books/content?id=i6Y4AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for 1,2-dichloropropane;;;;1989;;;119;Dichloropropane;BOOK;en;http://books.google.com/books/content?id=ekEsZqEt3C4C&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for Wood Creosote, Coal Tar, Coal Tar Creosote, Coal Tar, Coal Tar Pitch, and Coal Tar Pitch Volatiles;Draft;;;2000;;;356;Coal-tar;BOOK;en;http://books.google.com/books/content?id=KeG0cHa5LYQC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
Toxicological Profile for Xylenes;;;;1995;;;270;Xylene;BOOK;en;http://books.google.com/books/content?id=EXbyWaqW6_UC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;;;;
